"","Site","Date","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12"
"99","Tanganya",2003-09-01,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849,9.89676961591167
"100","Tanganya",2003-09-15,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789,6.88219749542975
"101","Tanganya",2003-10-01,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849
"102","Tanganya",2003-10-15,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789
"103","Tanganya",2003-11-01,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559
"104","Tanganya",2003-11-15,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038
"105","Tanganya",2003-12-01,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884
"106","Tanganya",2003-12-15,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181
"107","Tanganya",2004-01-01,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358
"108","Tanganya",2004-01-15,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454
"109","Tanganya",2004-02-01,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726
